,Unnamed: 0,textID,text,selected_text,sentiment,kfold
16472,16472,7aa40e2446, She lives!  You were so Twitter quiet after the race. Recovering or celebrating?  ps. #20 Fem. in your 1st marathon Wow!,She lives!  You were so Twitter quiet after the race. Recovering or celebrating?  ps. #20 Fem. in your 1st marathon Wow!,neutral,2
16473,16473,96f3999235," seems that you,  and I are all ex-baristas!  Commonalities ftw!","seems that you,  and I are all ex-baristas!  Commonalities ftw",neutral,2
16474,16474,78b0079657,I was too sleepy earlier and i didnt get to see matt,I was too sleepy earlier and i didnt get to see matt,neutral,2
16475,16475,6807839ed1, Now that's what i like to hear!   You won't unfollow us little people on Twitter when you make it big will u?,like,positive,2
16476,16476,e92d3d6ede, I want all the soldiers to come home so we don't have to hear about anymore being killed.,I want all the soldiers to come home so we don't have to hear about anymore being killed.,positive,2
16477,16477,2289eb7576,I don't think our ISP is too happy with us this weekend!,happy,positive,2
16478,16478,758974f512, i wish you were playing at MY prom,i wish you were playing at MY prom,positive,2
16479,16479,0f1d0bfe9e,"so its been forever since I've tweet, just wanted to say thaty I love bill! and I hope ya'll have an amazing week",I hope ya'll have an amazing week,positive,2
16480,16480,dc68d2f698, Hi Dougie I'm your fan from Thailand. I'm Film 'Luv ur song so much,'Luv,positive,2
16481,16481,34ae5f476b,surprisingly liked Star Trek (contrary to the theory that star wars fans are anti trekkies),liked,positive,2
16482,16482,c811396dc2,Layin n bed with a headache  ughhhh...waitin on your call...,headache,negative,2
16483,16483,aa730765ab, kenny u alive!!!...I'm here getting da hair done..to bad I'm not chillin w/ u todat  kinda sad,a sad,negative,2
16484,16484,b9b1ff657b,starting phase 1 of operation &quot;be productive&quot;- pack clothes. can't find pink tank top!! oh no!!!,oh no!!!,negative,2
16485,16485,27c6efe67a,says I miss plurking.  http://plurk.com/p/wxion,miss,negative,2
16486,16486,e2eb7ab659,I'm Kinda sleepy.. I Was up too late texting a nice boy making date plans for next weekend..,nice bo,positive,2
16487,16487,9bc88bd949,Is fighting a horrid headache with a large Vanilla Iced Coffee.,horrid headache wi,negative,2
16488,16488,c2213ecb79,"_ Oh god, yeah! I forgot about that",forgot,negative,2
16489,16489,b0d1361181,Oh ****!  I forgot to eat! Grumble grumble.,****!,negative,3
16490,16490,09aa0fa4a8,"Off to Saigon in the morning, n Hanoi from there.....","Off to Saigon in the morning, n Hanoi from there.....",neutral,3
16491,16491,f639b38fd7,squirrel! where? i hate squirrels,hate,negative,3
16492,16492,3cffac9fe6," Aw, thanks. Slowly getting over it.  Yep, he tweaked his knee late in the third. Basically stood still for the last 2 games.","Aw, thanks.",positive,3
16493,16493,271f1fcb79,76 long and painful miles today.  knees ache.  approaching 50 years is rough. not accepting it well.  3 glasses of draft helped.,painful,negative,3
16494,16494,9ec6310ecc,Sick of fighting so it looks like no more burlesque for me,Sick,negative,3
16495,16495,1002bb6759," I know sleep is so over rated! who needs it, right!",over rated!,negative,3
16496,16496,62a384e33a,I saw Thirst which is korean movie made by chan-wook Park . this movie isn't hard but good,this movie isn't hard but good,neutral,3
16497,16497,7ae37ef593,"bathing with two little angels, Keyla and Janice.","bathing with two little angels, Keyla and Janice.",neutral,3
16498,16498,77ca05c1b8,i have to go to the doctor... i don't want to... cause there i can wait sooo long...,i have to go to the doctor... i don't want to... cause there i can wait sooo long...,neutral,3
16499,16499,6627c3ad66, Where are u  miss you I hope you are doing well *sending big hugs*,Where are u  miss you I hope you are doing well *sending big hugs,positive,3
16500,16500,703afdc44b,Aw. Torn ace of hearts  #Hunchback,Torn ace of hearts,negative,3
16501,16501,d12199cfb8,"Actually I've been in here, holed up quite nicely, for hours. This is one of those times I regret never having married or gotten a cat","holed up quite nicely, for hours. This is one of those times I regret never having married or gotten a cat",neutral,3
16502,16502,0287f2ddef, WHAT?! i was wanting to see that show!!,WHAT?! i was wanting to see that show!!,negative,3
16503,16503,2d059a6bc6, SCREAAAAAAAAAAAAAAAAAAAAAAAAAAAAAM - never freu you zu frï¿½h,SCREAAAAAAAAAAAAAAAAAAAAAAAAAAAAAM,neutral,3
16504,16504,e6c4ddf4f9,looking for my self... be right back.,looking for my self... be right back.,neutral,3
16505,16505,4d6e71e475,'You Are What U Eat' isn't EXACTLY true.. 'You Are What U Digest' TodayISaProsperous &amp;Productive Day! ThankUJesus!  BeYEBlessed! hee hee,ThankUJesus!  BeYEBlessed!,positive,3
16506,16506,e591a91118, it wont work for me,it wont work for me,negative,3
16507,16507,8227ec1d10,Feet hurt...finally in bed...will not forget this crunch when it's over...very very productive day today though,hurt..,negative,3
16508,16508,2841bb25e1," dude, saw your Twitter profile after a long time - love the background. way way cool!",love the background. way way cool!,positive,3
16509,16509,a916639e42,really want to see JB3D.. cant wait for thursday,really want to see,positive,3
16510,16510,dc801676b2,Nooooo! Its going to rain on my birthday,Nooooo!,negative,3
16511,16511,609f4a0832,'before you wake' - we sink ships photography exhibition is ONLINE http://tinyurl.com/dfs7fy please have a look,'before you wake' - we sink ships photography exhibition is ONLINE http://tinyurl.com/dfs7fy please have a look,neutral,3
16512,16512,5f10e6f054,_Jolene Try 90 4 next 3 days!  :O  Yuk!    lol  n e thing poppin' @ SN?,_Jolene Try 90 4 next 3 days!  :O  Yuk!    lol  n e thing poppin' @,neutral,3
16513,16513,93b9059afe,feels ****! and feet are aching  need my beeeeeddddddd!!!,feels ****! an,negative,3
16514,16514,e60b496b41,"_xo  wicked , what time you leaving? how come you cant stay the night",how come you cant stay,negative,3
16515,16515,31155fb47b,_Songs I know  Especially since the summer is such a boring TV time to begin with.,such a boring TV,negative,3
16516,16516,89458dbc4f,  dull life was on the soundtrack of one of my favourite showss,dull life was on the soundtrack of one of my favourite showss,neutral,3
16517,16517,e2f90b07df,says np- Because of You -- Ne-Yo  (music) http://plurk.com/p/svm3r,says np- Because of You -- Ne-Yo  (music) http://plurk.com/p/svm3r,neutral,3
16518,16518,e5f1e13997,Getting ready for college. I had a good sleep.  rainy day today. I love it.,I love it.,positive,3
16519,16519,78bff3d625, heylo johnn (: im a huge fan. hope ur day is awesomee. cuzz im home sick and its kinda less than awesome.. anyways.. PEACE,heylo johnn (: im a huge fan. hope ur day is awesomee. cuzz im home sick and its kinda less than awesome.. anyways.. PEACE,neutral,3
16520,16520,41cff9bd12,  on your ani?  sorry,?  sorr,negative,3
16521,16521,3927f93833,"_the_game GIRL!  Work it! Hope you had the Slammer, and had fun with the Moldovan! I want to hear details!!!",had fun,positive,3
16522,16522,7bb95dfaa2,Such a fun night. I needed the break. PS- I love you man is effing hilarious! Good night twitter world. Sweet dreams,fun,positive,3
16523,16523,2c221c7be6,"It's official, I'm finally getting grey hairs at 36  #fb","It's official, I'm finally getting grey hairs at 36",neutral,3
16524,16524,82adc47e1b,"had a kickass day full of Seaworld, retarded 15 year old guys, and X-Men Origins. Win day?",had a kickass day,positive,3
16525,16525,d539a1fb71,&quot;leave the pieces&quot; - the wreckers... hmm,&quot;leave the pieces&quot; - the wreckers... hmm,neutral,3
16526,16526,774df2608a,Yogulicious? another sour sally competitor,Yogulicious? another sour sally competitor,neutral,3
16527,16527,14541f09b6,Morning everyone!!!,Morning everyone!!!,neutral,3
16528,16528,0116bed2a0," hm, this not a good medium for much more then yes/no  I am responding to previous posts,days ago, &amp; other conversations we had",not a good,negative,3
16529,16529,0d709a4c51, hay wats ur AIM? we should chat,hay wats ur AIM? we should chat,neutral,3
16530,16530,2945bac2be," It's a program that shows all Twitter and Facebook status updates all in one.. it's alright, but yeah probably won't use it often","It's a program that shows all Twitter and Facebook status updates all in one.. it's alright, but yeah probably won't use it often",neutral,3
16531,16531,5af24f6350, ... schedule says 10:30 class? I will be late for 10  #campjitterbug,... schedule says 10:30 class? I will be late for 10  #campjitterbug,neutral,3
16532,16532,f079511098,New baby arrived yesterday. A fab baby boy at 2.8 kilo  Very proud and happy,fab,positive,3
16533,16533,06f3302919, maybe she's funny like a jester,s funny,positive,3
16534,16534,e451867f18, teehee. it was a good show anyway,good,positive,3
16535,16535,f82eb16f56," haha, def. That song is EPIC, have fun  i'm listening to new FNB",". That song is EPIC,",positive,3
16536,16536,9b6be98399,early phonograph industry? done.. just the rest of APM to revise  and only berry the green rabbit and ribena man for company,early phonograph industry? done.. just the rest of APM to revise  and only berry the green rabbit and ribena man for company,neutral,3
16537,16537,b65fff362b,"anyone drive a newish diesel car? any advice on pros cons? not interested in old diesel cars, need recent model experience, eg SUV",not interested,negative,3
16538,16538,be05820002,Too bad the Red Devils.. disappointing to say the least,Too bad,negative,3
16539,16539,6ed5c3c353,of course im almost there and theres traffic,of course im almost there and theres traffic,neutral,3
16540,16540,fa18a81293,Baby was not herself after recieving vaccines,Baby was not herself after recieving vaccines,neutral,3
16541,16541,917d998d63,Happy morning Sunshine  It's May 4! I'm driving with the windows down and singing and smiling and not wearing shoes because i'm Kirsten!,Happy morning Sunshine,positive,3
16542,16542,46cd10b44d, Oh wow  ouch...,Oh wow  ouch...,neutral,3
16543,16543,a20e7cd9a1,Gonna go watch Jackson's band play and then going to the band after party,Gonna go watch Jackson's band play and then going to the band after party,neutral,3
16544,16544,f3a5b39195, Not available in my area  I would too,Not available in my area,negative,3
16545,16545,b6b0418d79, thanks...do you guys have a showroom as well? Wanted to chk them out in the flesh. Quite cool lamps and the wife is impressed,Quite cool lamps and the wife is impressed,positive,3
16546,16546,daf21b2159,"Is at coffee bean, met Dean","Is at coffee bean, met Dean",neutral,3
16547,16547,bf8686c5cc,Going to IKEA with the roomie so she can shop for her apartment. IKEA is in like my top ten stores that I love,I love,positive,3
16548,16548,0ee485322b,goodnight twitterville! really enjoyed pearl harbor. now off to sleep and cuddle with my hot man!  i will have good dreams tonight! XOXO,goodnight twitterville! really enjoyed pearl harbor. now off to sleep and cuddle with my hot man!  i will have good dreams tonight! XOXO,neutral,3
16549,16549,647f5934e4,Yay for having a giant headache  stupid glasses.,stupid,negative,3
16550,16550,9b70036610,tired as hell!!!! bed time from cara  nighty night twitter world..,tired as hell!!!! be,negative,3
16551,16551,c900200584,i miss !! she's gone for the WHOOLLLLEEEE weekend!!! boo hoo,miss,negative,3
16552,16552,498e25540b,wow tiz almost midnite o_O bedtime for me!! ha gnite gorgeous ppl  *HADtheBESTdayEVER*,gorgeous,positive,3
16553,16553,5512695d36,sitting around doing **** all....tired,sitting around doing **** all....tired,negative,3
16554,16554,10ed94f7b0,_s make me tea pleaseeeeeeeeeee,make me tea pleaseeeeeeeeeee,neutral,3
16555,16555,e9cd76ac83,No  tonight ,No  tonight,neutral,3
16556,16556,029bb4b8c1,"I woke up at 5:45. Didn't have a full bladder, wasn't sick... And to top it off, I went for a run. Now I wanna go back to bed","I woke up at 5:45. Didn't have a full bladder, wasn't sick... And to top it off, I went for a run. Now I wanna go back to bed",neutral,3
16557,16557,3ceaa9407a,Hello Twitter,Hello Twitter,neutral,3
16558,16558,5621273d21,saying goodbye to  for a year  she's been awesome in helping me fit into the team at Veritas!,she's been awesome,positive,3
16559,16559,384c73b996,It's Raining!,It's Raining!,neutral,3
16560,16560,4e90230366, cool and aww,cool and aww,positive,3
16561,16561,ea1006d335,just going to cook some lamb chops for lunch - I always end up coking just before pay day and amaze myself at how much I can cook,amaze,positive,3
16562,16562,9422c34374," i'd prefer &quot;observationally insightful&quot;, but call it as you see it.  my ice cream's just too fancy tonight.",'s just too fancy,positive,3
16563,16563,755476ed82,is traumatized and saddened by the 2 baby squirells she just found on abandoned on the sidewalk.,is traumatized and saddened by the 2 baby squirells she just found on abandoned on the sidewalk.,negative,3
16564,16564,cebd05a0c7,Writing some mild and wild articles,Writing some mild and wild articles,neutral,3
16565,16565,1cb2a0f0cf,_hawt Hmm..  Interesting choice.,Interesting choice.,positive,3
16566,16566,2209b1835b,finds the hardest thing about being a Christian is to put God as first in his life.  I need help..,finds the hardest thing about being a Christian is to put God as first in his life.  I need help..,negative,3
16567,16567,605cb06fc8,Me just sign up Twitter...,Me just sign up Twitter...,neutral,3
16568,16568,1577ffd776,because it is too hot i am sleeping with the window open. just means all the noise will make me up early,too hot,negative,3
16569,16569,3acaf6d312, amy meredith has a soccer team? well i also have news about soccer. my team won aswell!!  ****,won aswell!!,positive,3
16570,16570,81f3ac4452,4th may officially announced as 'bad luck day' ..,4th may officially announced as 'bad luck day' ..,negative,3
16571,16571,8dc47ce650,_burnett Firmly embedded in her Hampstead constituency then,embedded in her Hampstead constituency then,neutral,3
16572,16572,afcb4baed5, they prob are sold out.    all i wanted was to see them for my bday lol,they prob are sold out.    all i wanted was to see them for my bday lo,neutral,3
16573,16573,d725e89aba, a buff guy.....unfortunatly alot of people dont know Danny's name either which is sad   Sophie is so sweet,a buff guy.....unfortunatly alot of people dont know Danny's name either which is sad   Sophie is so sweet,neutral,3
16574,16574,50d6c59cb4,FYI no internets until THURSTAG!!!! after saturday  i have a feeling i will become 800x more productive during those days.,more productive,positive,3
16575,16575,792063a20e,    _Geronimo    Thanks for sharing with your friends!,imo,positive,3
16576,16576,a181f03a20,"says i got 2 cards today, from eva n clara. thanks, guys.  http://plurk.com/p/roo6c","thanks,",positive,3
16577,16577,8a64fe85c7,_2008 don't be sorry  you can race for charity or just for fun. I do this one for fun.,I do this one for fun.,positive,3
16578,16578,7afb99c43f,"I swear, now my dog is having anxiety issues.","I swear, now my dog is having anxiety issues.",negative,3
16579,16579,3f40b4d558, LOL!  That is just the way I was brought up.,LOL!  That is just the way I was brought up.,neutral,3
16580,16580,dbc8781cba,and were going to pune tomorrow,and were going to pune tomorrow,neutral,3
16581,16581,4451da05e4,"ang payat ko na, yes! hoping to go down to my Melbourne weight from last year  http://plurk.com/p/su622","ang payat ko na, yes! hoping to go down to my Melbourne weight from last year",neutral,3
16582,16582,5965634cbb,&quot;Stop your twittering&quot; - Maryland cookies #bgt,&quot;Stop your twittering&quot; - Maryland cookies #bgt,neutral,3
16583,16583,bcb99ce1ef, hes definitely my fav host ever!  Can't wait to watch the rest tomorrow!!,my fav host ever!,positive,3
16584,16584,c5ba0e39b5,  Hi jonas brothers  you came to argentina la otra vez,Hi jonas brothers  you came to argentina la otra vez,neutral,3
16585,16585,f818349ab8,"Great day yesterday. Good win for Forest, some celebratory 'staying up' drinks, a trip to an unsuccesful bbq and ï¿½1.50 Stellas in Scream","Great day yesterday. Good win for Forest, some celebratory 'staying up' drinks, a trip to an unsuccesful bbq and ï¿½1.50 Stellas in Scream",neutral,3
16586,16586,585e9a9ca7,Assignment actually looking pretty decent....so glad I changed my topic at the last minute,glad,positive,3
16587,16587,e09f32ae1a,up late last night  .... Oracle from 8 to 4:30,up late last night  .... Oracle from 8 to 4:30,neutral,3
16588,16588,adb03ad236, awwww  bew! you wont be here at all this summer?,awwww  bew! you wont be here at all this summer?,neutral,3
16589,16589,94a2013103,i know i was wrong. maybe i shouldnt did all of those **** things like that,wrong.,negative,3
16590,16590,3289b3a9a5, lol! I thought it was pretty funny too!,I thought it was pretty funny too!,positive,3
16591,16591,b3affd517f,"  it did, i didnt really watch it haha","it did, i didnt really watch it haha",neutral,3
16592,16592,e0e093c2e3,"; Re: Home - that's exactly what I meant... home in D-town. ;) Also, re: computer... uh... I brokt it...",uh... I brokt it...,negative,3
16593,16593,94537563a1,looks like the eprocurement e-mail address from office mate is blacklisted by IT here.. asking them to whitelist now.,blacklisted by IT here..,negative,3
16594,16594,644c218ce4,I've been up late this week watching Jay Leno. Tonight is his last show  But now he'll move up to 10pm not sure if the material will bsame,I've been up late this week watching Jay Leno. Tonight is his last show  But now he'll move up to 10pm not sure if the material will bsame,neutral,3
16595,16595,442a264f77,STAR TREK WAS PURE AWESOME! LOVE IT!!! &lt;3333  It was so great seeing you!,STAR TREK WAS PURE AWESOME! LOVE IT!!! &lt;3333  It was so great seeing you!,positive,3
16596,16596,804cf4d6f4,"TGIF but its so rainy and blah outside!  I need sun   Trying to figure out what to do tonight, I want to go to Prov to the Hookah bar.","TGIF but its so rainy and blah outside!  I need sun   Trying to figure out what to do tonight, I want to go to Prov to the Hookah bar",neutral,3
16597,16597,39c0ee3a27,listening to ryan adams and being sick,sick,negative,3
16598,16598,0152a32345, Boo  well its good fun tho.. sucks if u cant get cards.. I finished 10th in last nights #tpt I took  out LOL,Boo  well its good fun tho.. sucks if u cant get cards.. I finished 10th in last nights #tpt I took  out LOL,neutral,3
16599,16599,d4d8e06110,Ugh! I can't access through my mobile web!,Ugh! I can't ac,negative,3
16600,16600,a83211e2dd," what on earth happened to wentworth's page?!? i'm devastated, as i'm sure ALL of his fans are!","i'm devastated,",negative,3
16601,16601,bd69aed8f7,"Bored and kinda lonely, my parents went up to the lake. I didn't have a friend to bring up so i knew i was bored and didn't go.","Bored and kinda lonely, my parents went up to the lake. I didn't have a friend to bring up so i knew i was bored and didn't go.",neutral,3
16602,16602,f0e2953da3,"Do me a favour, tell me what you think about me","Do me a favour, tell me what you think about me",neutral,3
16603,16603,66d86fde11,last day working for Tend,last day working for Tend,neutral,3
16604,16604,186926ae93,contemplating when to hand in my lovely car,lovely car,positive,3
16605,16605,48b57c226e,"I feel so stupid for saying this, but.... I DON'T KNOW HOW TO TWITTER SOME ONE PLEASE HELP ME. Ppl please do not laugh, ok laugh but...",feel so stupid,negative,3
16606,16606,c1885fae62, Yea...looks like it is...sorry abt nt gettin in touch..was hectic,.sorry abt nt gettin in touch..was hectic,negative,3
16607,16607,d631c88919,I have had to yield my computer to the Webkinz Fan Club...,I have had to yield my computer to the Webkinz Fan Club...,neutral,3
16608,16608,2de420758f," Reminders are good! Speaking of which, we haven't had a Posture Check in awhile.....",Reminders are good!,positive,3
16609,16609,5bea8d1365," I will have spent my allowance at cybernet expo in SF by then  send me a dm with rates, tho, mayb cash flo bttr 4 me then",flo bttr 4,positive,3
16610,16610,fdfe12a800,Going to fold laundry and then hit the sack. I have boring saturday evenings,I have boring saturday evenings,negative,3
16611,16611,2d66a37374, she still got it going on!,she still got it going on!,neutral,3
16612,16612,c9e8d1ef1c,says good (or should i say bad?) afternoon!  http://plurk.com/p/wxpdj,says good (or should i say bad?) afternoon!,neutral,3
16613,16613,8f28bcc3fa,Is up so early and proppa shattered and knackered,shattered,negative,3
16614,16614,fe31e2ee51,ya could hit me up on aim or here cause i am mad bored nuttin 2 do,i am mad bored,negative,3
16615,16615,b768042646, I saw that!!!!,I saw that!!!!,neutral,3
16616,16616,4cbb260f3f,I got a Coach purse,I got a Coach purse,neutral,3
16617,16617,44805fe3d4,"17 things to do, the last thing on my mind is cleaning up everyone's cake mess",last thing on my mind,negative,3
16618,16618,b7ac42b539," download iEmoticons from the AppStore. 0,79ï¿½. But cool","download iEmoticons from the AppStore. 0,79ï¿½. But cool",neutral,3
16619,16619,3c9397acdd,"Facebook won't load for me.  **** it, I'm bored.",bored.,negative,3
16620,16620,d7a20571d9, How would I know if u didn't tell me??? Too busy cakin to pay me any attention,? Too busy,negative,3
16621,16621,2ff62cd38d,Coffee in hand and sun shining in my window.  Hope everyone's having a great Monday morning so far! #monday - MR,Hope everyone's having a great Monday,positive,3
16622,16622,eac8b5ece5, I had to work and missed it    Shannon could barely contain herself.  She had an amazingly good time,I had to work and missed it    Shannon could barely contain herself.  She had an amazingly good,neutral,3
16623,16623,80931c4683,Woke up early! Still sick,Woke up early! Still sick,negative,3
16624,16624,3796daa7e7," oh no!!!! i hope its not too baad, tell mya i hope she's gets better soon","oh no!!!! i hope its not too baad, tell mya i hope she's gets better soon",neutral,3
16625,16625,715e36ee7a, How's the head this morning?,How's the head this morning?,neutral,3
16626,16626,2b945b9f57,is a bit tired. I blame the rain.  http://plurk.com/p/x2jc9,tired.,negative,3
16627,16627,195f8ea792, I can only promise about 150 or so.,I can only promise about 150 or so.,neutral,3
16628,16628,75304460e8,Thank God  is a sport and doesnt take offence in my jokes  Unlike the three good friends who have stopped talking to me!,Thank,positive,3
16629,16629,4570a14dbd, what was itt!?,what was itt!?,neutral,3
16630,16630,753fdceff4,_renee _B Fa real Me n Shay been on the toilet all night Shlda knwn sumthin ws up whn they didn't crd us 4 our Scorpian bwl,_renee _B Fa real Me n Shay been on the toilet all night Shlda knwn sumthin ws up whn they didn't crd us 4 our Scorpian bwl,neutral,3
16631,16631,527e02fe4a,OMG I FINISHED MY HISTORY CHILDRENS BOOK!!!! JUST NEED 2 MAKE IT PRETTY AND PRINT IT OFF AND IM DONE!!! WHOO!!!,OMG I FINISHED MY HISTORY CHILDRENS BOOK!!!! JUST NEED 2 MAKE IT PRETTY AND PRINT IT OFF AND IM DONE!!! WHOO!!!,neutral,3
16632,16632,bfe8f0ab98, i canï¿½t choose one  i love all the songs on LV&amp;TT;bt if u like... Read More: http://is.gd/JkVF,i love all the songs,positive,3
16633,16633,f515002af1,wtf at facebook spam saying that my DAD is my secret admirer,wtf at facebook spam,negative,3
16634,16634,f1f588a9bb," awww ) where'd you get that? hugh is so thin. no traces of being wolverine yet. btw, who's that other guy besides RDJ?","awww ) where'd you get that? hugh is so thin. no traces of being wolverine yet. btw, who's that other guy besides RDJ?",neutral,3
16635,16635,b86bd3fe25,blast from the ****'ing past. NTS why must you suck so badly at school?,badly,negative,3
16636,16636,24cb365662,Some goodies bagged at the car boot including some very cute cross stitch birds for my craft room! The man selling was a sweetie,very cute,positive,3
16637,16637,da1d54f5ec,"Days with cellstorms, I like it!",like,positive,3
16638,16638,d64bb16cc4," I've been busy and chained to my laptop  I'll be at Webcom Wed afternoon, then likely Yul Blog. See you there?","I've been busy and chained to my laptop  I'll be at Webcom Wed afternoon, then likely Yul Blog. See you there?",neutral,3
16639,16639,f2a050587e," I want 2 see that movie, too!!  Have fun!",e fun,positive,3
16640,16640,754fee0f03,So my first aid shift started out with some excitement but now it's kinda died down...  I wish I could do this more often!,So my first aid shift started out with some excitement but now it's kinda died down...  I wish I could do this more often!,neutral,3
16641,16641,30fb85c542, After I water the plants I am headed to the farm. Don't have any popcorn for the goats   Katnip is looking good under saddle,is looking goo,positive,3
16642,16642,82f9513438," Thanks, I just found a article that say i cannot join you because i am in the UK though","Thanks,",positive,3
16643,16643,bca03c7d06, WELCOMEEE BACKKKKK,WELCOMEEE BACKKKKK,neutral,3
16644,16644,de087bffba,Watching Season 7 of GG!,Watching Season 7 of GG!,neutral,3
16645,16645,2e8d232114,"for some strange reason, 'paranoid' sounds like U2. but i love them too, so it's aaaaall good.",love,positive,3
16646,16646,3c66250da9,to the people i was txting... sorry phone is dead and i can't resurrect it.  hopefully verizon will replace it and i'll it back by tonight,to the people i was txting... sorry phone is dead and i can't resurrect it.  hopefully verizon will replace it and i'll it back by tonight,neutral,3
16647,16647,9191e574bb,I just stuck my finger down my throat and there are a bunch of bumps on my tongue &amp; throat.,stuck,negative,3
16648,16648,f21497fea0,Having a wonderful piece of cake for lunch - what else could I want???,Having a wonderful piece of cake for lunch -,positive,3
16649,16649,0e2ad201ce,Having first beer in over 8 days what has happened to me and Im only having it cause Miss 8 wanted to get me one for mothers day.,what has happened to me,negative,3
16650,16650,c8611b620b,Last day at work...Sick to the bone,Sick to the bone,negative,3
16651,16651,dca73d1de3,#f1 soon  good luck brawn and mclaren fix up look sharp :p,good luck,positive,3
16652,16652,ffe6fab196,I drive &gt;90mph on a daily basis. u cld film Fast &amp; Furious off of me. But anything  &lt;1 mph is not my forte'. I bump Anything!.,I drive &gt;90mph on a daily basis. u cld film Fast &amp; Furious off of me. But anything  &lt;1 mph is not my forte'. I bump Anything!.,neutral,3
16653,16653,0bc2e46e4e,  Thanks! My mom's seed is larger and already cracked (and planted). I hope Avalina isn't a dud!,. I hope Avalina isn't a dud!,negative,3
16654,16654,51e724b717,Geography papers are so boring!  I hate revision!,hate,negative,3
16655,16655,814200573b,Guinness at Coogars,Guinness at Coogars,neutral,3
16656,16656,8c1e6ce263,Finished Breaking Dawn last night. I managed to finish those 800 pages in 3 days. It was so good! I'm sad that I'm done w/ Twilight Saga,It was so good! I'm sad that I'm done w/ Twilight Saga,neutral,3
16657,16657,26316a2cd9, Damnit. Sorry to hear dude,Damnit.,negative,3
16658,16658,25edc7715c, i think both ?s related to size depend on structures and system: hard to relay in tweet but worth blogging..good questions this am,worth,positive,3
16659,16659,c2d9c70831,I caaaaan't sleep.....it's 3.30am! wahhhh... i wanna cry,cry,negative,3
16660,16660,dcb8c622d6,"Omg, someone just left me a voicemail at work    ffs let me have a day off","Omg, someone just left me a voicemail at work    ffs let me have a day off",neutral,3
16661,16661,235927fc9a,Yikes. That poor girl on BGT. That was quite hard to watch,That was quite hard to watch,negative,3
16662,16662,25e6e5c10e, rocks my world!!!! soooo funny!!!!  &lt;3,funny!,positive,3
16663,16663,7c2f873a41,omg i am in so much pain  ouchies,pain,negative,3
16664,16664,94d2f19ffd,Love ice cream... Love cake... Cookies and cream ice cream cake tops them both,Love,positive,3
16665,16665,d1a20c87ef,I want it NOW..  finally found what I wanted ..,finally found what I wanted ..,positive,3
16666,16666,19c2a280f9,Happy Star Wars Day. May the 4th be with you!  Nice that we get a holiday to celebrate  #fb,Nice,positive,3
16667,16667,6cf831995f,awwww bless her  she needs another chance.,awwww bless her,positive,3
16668,16668,a2162de4c9,Just got booked my ticket to athens,Just got booked my ticket to athens,neutral,3
16669,16669,62cadd8452,going to have bfast now,going to have bfast now,neutral,3
16670,16670,53578e9244,STOMACH ACHE!!! Ahhhhhh,ACHE!!,negative,3
16671,16671,148ac38bea, Yes i work 6 to 3...,Yes i work 6 to 3...,neutral,3
16672,16672,03273124cf,_E  It's an honour being your friend!!!! http://bit.ly/LhgZ2,honour,positive,3
16673,16673,4dc7327dd8,"is chilled out tonite, so cannot spew venom or write funny. Seems like these are the only 2 styles she has","is chilled out tonite, so cannot spew venom or write funny. Seems like these are the only 2 styles she has",neutral,3
16674,16674,a93577c299,  Cloud Croatian Apartments,Cloud Croatian Apartments,neutral,3
16675,16675,a0490aadee,I cut my thumb on a broken coffee pot.,I cut my thumb on a broken coffee pot.,negative,3
16676,16676,1c2e845644," Good morning MiaMiaDC  My weekend was great and I just had my Monday, which was also great  I hope you have a wonderful day!",a wonderfu,positive,3
16677,16677,c280ab00dd, glad its nice there. Gray skies and rainy in wisconsin.,glad its nice there.,positive,3
16678,16678,58459103a5, may I please have a couple promo codes to your EA apps? Thanks so much!,? Thanks,positive,3
16679,16679,f0183c1a1b,had a wonderful evening with those I love!,had a wonderful evening with those I love!,positive,3
16680,16680,55ef49722d,Heading home,Heading home,neutral,3
16681,16681,333ee8dd78, Yeah yeah? How the heck are you anyway? Sastch it up again this year? I had to bail out for lack of expenses,Yeah yeah? How the heck are you anyway? Sastch it up again this year? I had to bail out for lack of expenses,neutral,3
16682,16682,277acc9efd, thank you! I really appreciate that babe,thank,positive,3
16683,16683,0083b949d7,"_fred6 Awww... :/ I guess that's both good and bad, moving is not an option I guess?  Mhm, so are you, hehe ;) (we have same time?)","_fred6 Awww... :/ I guess that's both good and bad, moving is not an option I guess?  Mhm, so are you, hehe ;) (we have same time?)",neutral,3
16684,16684,38eb9db45c, ive been there before  haha,haha,positive,3
16685,16685,d02b6e32c7,"In the UK with no phone service  oh yea and still sick (cough, sniff)",In the UK with no phone service  oh yea and still sick,negative,3
16686,16686,89a2732403, facepalm  hope the interview is a choice and not a forced thing...,hope,positive,3
16687,16687,13647a3c0a,"We need to remodel the house and the thoughts of doing it make me kind of ill   He has one way and I have anouther, I just want to move. !",ill,negative,3
16688,16688,3d0352f9f9,I want to watch the movie &quot;Up&quot; but no one wants to watch it with me,no one wants to watch it with me,negative,3
16689,16689,67df51501e,Im downloading manually the oooiifull.mp4 movie by  as it seems the only way to see it fully,Im downloading manually the oooiifull.mp4 movie by  as it seems the only way to see it fully,neutral,3
16690,16690,531fe402e7,Just started raining in earnest... guess golf is off for today...,Just started raining in earnest... guess golf is off for today...,neutral,3
